"","gene_id","sample_1","sample_2","status","value_1","value_2","log2_fold_change","test_stat","p_value","q_value","significant"
"202094","Sobic.010G036700.v3.2","seed_wt","seed_plasma","OK",5.92584,14.4238,1.28336,2.1521,5e-04,0.0012541,"yes"
"202096","Sobic.010G036800.v3.2","seed_wt","seed_plasma","OK",14.9685,53.234,1.83041,4.15842,5e-05,0.000142862,"yes"
"202136","Sobic.010G040700.v3.2","seed_wt","seed_plasma","OK",0.727826,2.19866,1.59496,2.06927,0.0018,0.00411567,"yes"
"202143","Sobic.010G041400.v3.2","seed_wt","seed_plasma","OK",15.7198,37.5649,1.2568,3.32866,5e-05,0.000142862,"yes"
"202146","Sobic.010G041700.v3.2","seed_wt","seed_plasma","OK",67.1577,136.536,1.02366,2.92809,5e-05,0.000142862,"yes"
"202148","Sobic.010G041900.v3.2","seed_wt","seed_plasma","OK",122.532,714.042,2.54286,5.54771,5e-05,0.000142862,"yes"
"202151","Sobic.010G042200.v3.2","seed_wt","seed_plasma","OK",4.39371,9.32055,1.08497,2.53543,5e-05,0.000142862,"yes"
"202159","Sobic.010G043000.v3.2","seed_wt","seed_plasma","OK",14.1075,33.2114,1.23522,3.5079,5e-05,0.000142862,"yes"
"202165","Sobic.010G043400.v3.2","seed_wt","seed_plasma","OK",14.5391,33.3065,1.19586,3.31975,5e-05,0.000142862,"yes"
"202177","Sobic.010G044600.v3.2","seed_wt","seed_plasma","OK",27.6323,56.5327,1.03273,2.90215,5e-05,0.000142862,"yes"
"202189","Sobic.010G045833.v3.2","seed_wt","seed_plasma","OK",6.25696,13.2379,1.08114,1.90809,0.0019,0.00432678,"yes"
"202260","Sobic.010G052600.v3.2","seed_wt","seed_plasma","OK",48.0755,124.182,1.36908,3.82409,5e-05,0.000142862,"yes"
"202290","Sobic.010G055300.v3.2","seed_wt","seed_plasma","OK",4.30642,10.8185,1.32893,2.40103,1e-04,0.000276386,"yes"
"202316","Sobic.010G057700.v3.2","seed_wt","seed_plasma","OK",0.476168,1.73835,1.86817,2.00603,0.00445,0.00945378,"yes"
"202404","Sobic.010G066601.v3.2","seed_wt","seed_plasma","OK",0.570813,3.90547,2.77441,4.43225,5e-05,0.000142862,"yes"
"202405","Sobic.010G066700.v3.2","seed_wt","seed_plasma","OK",0.717671,2.73159,1.92835,3.23439,5e-05,0.000142862,"yes"
"202415","Sobic.010G067700.v3.2","seed_wt","seed_plasma","OK",18.8251,47.0738,1.32227,3.78091,5e-05,0.000142862,"yes"
"202423","Sobic.010G068300.v3.2","seed_wt","seed_plasma","OK",0.322478,0.826723,1.3582,1.83956,0.0028,0.00616438,"yes"
"202433","Sobic.010G069200.v3.2","seed_wt","seed_plasma","OK",3.81191,15.0092,1.97726,3.93006,5e-05,0.000142862,"yes"
"202437","Sobic.010G069600.v3.2","seed_wt","seed_plasma","OK",3.41341,7.96243,1.22199,3.05318,5e-05,0.000142862,"yes"
"202450","Sobic.010G071000.v3.2","seed_wt","seed_plasma","OK",2.64424,5.37256,1.02276,1.88951,0.00205,0.00463962,"yes"
"202460","Sobic.010G071900.v3.2","seed_wt","seed_plasma","OK",9.07305,25.143,1.4705,3.82892,5e-05,0.000142862,"yes"
